name	nprots	nhits	nfull	genus	ngenus	species	nspecies	avgpid	Superkingdom	kingdom	phylum	class	order	family	genus	source	source
bin_117	4307	4291	4096	Escherichia	3797	Escherichia coli (strain K12) OX=83333 	1807	99.8	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_227	4638	4623	4511	Escherichia	4103	Escherichia coli OX=562 	2044	99.82	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_194	4661	4646	4544	Escherichia	4146	Escherichia coli OX=562 	2098	99.81	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_9	1780	1707	1671	Eubacterium	1469	Eubacterium coprostanoligenes OX=290054 	1453	92.88	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Others	Others
bin_10	2133	2075	1863	Eubacterium	1271	Eubacterium sp. AM28-29 OX=2292349 	724	93.92	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Others	Others
bin_280	2129	2082	1897	Eubacterium	1274	Eubacterium sp. AM28-29 OX=2292349 	723	94.16	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Others	Others
bin_222	1431	1352	1013	Evtepia	814	Evtepia gabavorous OX=2211183 	814	77	Bacteria	NA	Firmicutes	Clostridia	Clostridiales		Evtepia	Donor1_specific	Donor1 specific
bin_40	1589	1522	1264	Evtepia	887	Evtepia gabavorous OX=2211183 	887	74.7	Bacteria	NA	Firmicutes	Clostridia	Clostridiales		Evtepia	Donors_shared	Donors shared
bin_73	2071	2033	1828	Faecalicoccus	1890	Faecalicoccus pleomorphus OX=1323 	1890	96.28	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Others	Others
bin_394	2212	2176	2101	Faecalicoccus	1963	Faecalicoccus pleomorphus OX=1323 	1963	96.06	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Others	Others
bin_545	2005	1962	1558	Faecalicoccus	1848	Faecalicoccus pleomorphus OX=1323 	1848	97.12	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Others	Others
bin_564	1272	1249	824	Faecalicoccus	1198	Faecalicoccus pleomorphus OX=1323 	1198	97.88	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Others	Others
bin_282	2456	2380	2242	Faecalicoccus	1990	Faecalicoccus pleomorphus OX=1323 	1990	94.87	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Others	Others
bin_237	2500	2427	2296	Faecalicoccus	2095	Faecalicoccus pleomorphus OX=1323 	2095	93.91	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Others	Others
bin_329	2090	2050	1833	Faecalicoccus	1897	Faecalicoccus pleomorphus OX=1323 	1897	96.48	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Others	Others
bin_416	2470	2429	2315	Coprococcus	1166	Faecalimonas umbilicata OX=1912855 	681	98.4	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Others	Others
bin_133	2621	2567	2476	Coprococcus	1191	Faecalimonas umbilicata OX=1912855 	719	97.94	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Others	Others
bin_524	2527	2483	2396	Coprococcus	1165	Faecalimonas umbilicata OX=1912855 	706	98.29	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Others	Others
bin_391	2378	2342	2134	Coprococcus	1148	Faecalimonas umbilicata OX=1912855 	686	98.5	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Others	Others
bin_3	2053	1997	1906	Firmicutes	918	Firmicutes bacterium CAG:176_63_11 OX=1897031 	674	84.26	Bacteria	NA	Firmicutes					Donors_shared	Donors shared
bin_51	2832	2740	2662	Firmicutes	1200	Firmicutes bacterium CAG:466 OX=1263025 	1188	95.88	Bacteria	NA	Firmicutes					Others	Others
bin_56	2787	2696	2614	Firmicutes	1206	Firmicutes bacterium CAG:466 OX=1263025 	1193	96.58	Bacteria	NA	Firmicutes					Others	Others
bin_131	2754	2660	2425	Firmicutes	1200	Firmicutes bacterium CAG:466 OX=1263025 	1187	96.29	Bacteria	NA	Firmicutes					Others	Others
bin_151	1187	1168	1024	Firmicutes	878	Firmicutes bacterium CAG:555 OX=1263030 	872	96.03	Bacteria	NA	Firmicutes					Donor1_specific	Donor1 specific
bin_80	2446	2394	2335	Frisingicoccus	1072	Frisingicoccus caecimuris OX=1796636 	1072	95.72	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Frisingicoccus	Others	Others
bin_482	1403	1373	1211	Gardnerella	903	Gardnerella vaginalis OX=2702 	466	86.03	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	 Gardnerella	Donor2_specific	Donor2 specific
bin_103	1799	1749	1645	Gardnerella	992	Gardnerella vaginalis OX=2702 	499	87.6	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	 Gardnerella	Donor2_specific	Donor2 specific
bin_148	2478	2392	2205	Lachnospiraceae	968	Lachnospiraceae bacterium 1_4_56FAA OX=658655 	490	78.38	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Others	Others
bin_107	2935	2666	2054	Lachnospiraceae	555	Lachnospiraceae bacterium OX=1898203 	546	62.76	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Donor2_specific	Donor2 specific
bin_310	1677	1592	1445	Lachnospiraceae	700	Lachnospiraceae bacterium OX=1898203 	574	64.01	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Donor1_specific	Donor1 specific
bin_140	1665	1591	1377	Lachnospiraceae	557	Lachnospiraceae bacterium OX=1898203 	523	74.66	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Donors_shared	Donors shared
bin_343	2064	2010	1901	Lactobacillus	1975	Lactobacillus agilis OX=1601 	1342	96.25	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_210	2055	2003	1900	Lactobacillus	1969	Lactobacillus agilis OX=1601 	1339	96.3	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_489	2087	2028	1911	Lactobacillus	1999	Lactobacillus agilis OX=1601 	1352	96.39	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_388	2075	2022	1914	Lactobacillus	1988	Lactobacillus agilis OX=1601 	1342	96.27	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_400	1808	1760	1344	Lactobacillus	1741	Lactobacillus agilis OX=1601 	1202	97.11	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_369	2105	2046	1919	Lactobacillus	2014	Lactobacillus agilis OX=1601 	1364	96.16	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_290	1956	1923	1798	Lactobacillus	1906	Lactobacillus amylovorus OX=1604 	1071	97.92	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_508	1161	1149	1086	Lactobacillus	1139	Lactobacillus amylovorus OX=1604 	751	99.52	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_415	1547	1523	1391	Lactobacillus	1512	Lactobacillus amylovorus OX=1604 	947	98.48	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_230	2112	2072	1868	Lactobacillus	2047	Lactobacillus amylovorus OX=1604 	1154	97.21	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_423	1805	1786	1628	Lactobacillus	1770	Lactobacillus amylovorus OX=1604 	1025	98.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_477	939	929	890	Lactobacillus	926	Lactobacillus amylovorus OX=1604 	630	99.56	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_410	1992	1961	1804	Lactobacillus	1944	Lactobacillus amylovorus OX=1604 	1111	97.25	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_359	1805	1769	1599	Lactobacillus	1753	Lactobacillus amylovorus OX=1604 	979	97.51	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_519	1864	1839	1677	Lactobacillus	1823	Lactobacillus amylovorus OX=1604 	1074	98.28	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_441	2022	1992	1837	Lactobacillus	1974	Lactobacillus amylovorus OX=1604 	1112	97.21	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_145	2158	2105	1926	Lactobacillus	2083	Lactobacillus amylovorus OX=1604 	1151	96.08	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_353	929	921	856	Lactobacillus	913	Lactobacillus amylovorus OX=1604 	603	99.42	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_478	2078	2043	1866	Lactobacillus	2023	Lactobacillus amylovorus OX=1604 	1119	96.47	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_547	1778	1754	1614	Lactobacillus	1739	Lactobacillus amylovorus OX=1604 	1053	98.25	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_484	1588	1565	1460	Lactobacillus	1544	Lactobacillus amylovorus OX=1604 	931	98.32	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_458	601	597	574	Lactobacillus	593	Lactobacillus amylovorus OX=1604 	408	99.19	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_480	1657	1563	1411	Lactobacillus	1526	Lactobacillus coleohominis 101-4-CHN OX=575594 	842	78.52	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor2_specific	Donor2 specific
bin_358	1909	1873	1766	Lactobacillus	1474	Lactobacillus crispatus OX=47770 	930	97.73	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_453	1926	1882	1687	Lactobacillus	1489	Lactobacillus crispatus OX=47770 	924	97.64	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_403	2062	2022	1931	Lactobacillus	1625	Lactobacillus crispatus OX=47770 	994	97.77	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_463	1599	1562	1388	Lactobacillus	1201	Lactobacillus crispatus OX=47770 	769	98.7	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_538	1918	1871	1710	Lactobacillus	1489	Lactobacillus crispatus OX=47770 	910	97.51	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_349	1832	1797	1670	Lactobacillus	1413	Lactobacillus crispatus OX=47770 	890	97.72	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_362	1941	1907	1801	Lactobacillus	1508	Lactobacillus crispatus OX=47770 	946	97.73	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_497	1600	1565	1456	Lactobacillus	1255	Lactobacillus crispatus OX=47770 	773	97.72	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_490	1777	1746	1638	Lactobacillus	1390	Lactobacillus crispatus OX=47770 	842	97.57	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_436	1767	1738	1623	Lactobacillus	1389	Lactobacillus crispatus OX=47770 	853	97.63	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_431	1956	1908	1759	Lactobacillus	1524	Lactobacillus crispatus OX=47770 	943	97.58	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_324	1921	1872	1734	Lactobacillus	1496	Lactobacillus crispatus OX=47770 	908	97.62	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_492	1927	1885	1732	Lactobacillus	1500	Lactobacillus crispatus OX=47770 	933	97.58	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_150	2099	2059	1944	Lactobacillus	1649	Lactobacillus crispatus OX=47770 	995	97.52	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_473	1948	1913	1805	Lactobacillus	1514	Lactobacillus crispatus OX=47770 	947	97.74	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_533	2103	2060	1949	Lactobacillus	1652	Lactobacillus crispatus OX=47770 	1003	97.72	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_439	2016	1979	1868	Lactobacillus	1594	Lactobacillus crispatus OX=47770 	974	97.71	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_17	2102	2060	1949	Lactobacillus	1657	Lactobacillus crispatus OX=47770 	1001	97.65	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_376	2056	2012	1891	Lactobacillus	1620	Lactobacillus crispatus OX=47770 	985	97.7	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_223	1878	1840	1733	Lactobacillus	1476	Lactobacillus crispatus OX=47770 	889	97.67	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_142	1820	1729	1639	Lactobacillus	1671	Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162 OX=1293597 	275	78.05	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor1_specific	Donor1 specific
bin_101	1608	1536	1443	Lactobacillus	1500	Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162 OX=1293597 	264	78.43	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor1_specific	Donor1 specific
bin_60	1965	1925	1532	Lactobacillus	1912	Lactobacillus johnsonii OX=33959 	1160	97.87	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_169	1398	1372	1028	Lactobacillus	1368	Lactobacillus mucosae OX=97478 	598	98.21	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor1_specific	Donor1 specific
bin_69	1710	1652	1183	Lactobacillus	1629	Lactobacillus mucosae OX=97478 	721	97.17	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor1_specific	Donor1 specific
bin_240	1541	1505	1421	Lactobacillus	1484	Lactobacillus pontis OX=35787 	748	87.34	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_402	1239	1206	945	Lactobacillus	1195	Lactobacillus pontis OX=35787 	615	88.14	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_297	1610	1586	1539	Lactobacillus	1585	Lactobacillus reuteri (strain ATCC 53608) OX=927703 	1049	99.57	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor2_specific	Donor2 specific
bin_104	1747	1715	1660	Lactobacillus	1712	Lactobacillus reuteri (strain ATCC 53608) OX=927703 	1136	99.4	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor2_specific	Donor2 specific
bin_475	2035	2007	1927	Lactobacillus	2003	Lactobacillus reuteri OX=1598 	1717	98.67	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_387	1904	1873	1713	Lactobacillus	1870	Lactobacillus reuteri OX=1598 	1571	98.79	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_461	2068	2042	1950	Lactobacillus	2039	Lactobacillus reuteri OX=1598 	1755	98.69	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_521	1768	1734	1668	Lactobacillus	1727	Lactobacillus reuteri OX=1598 	1478	98.46	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_381	1842	1808	1744	Lactobacillus	1802	Lactobacillus reuteri OX=1598 	1547	97.99	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_568	1810	1795	1538	Lactobacillus	1794	Lactobacillus reuteri OX=1598 	1472	98.73	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_452	2000	1976	1851	Lactobacillus	1972	Lactobacillus reuteri OX=1598 	1697	98.58	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_544	1765	1730	1665	Lactobacillus	1726	Lactobacillus reuteri OX=1598 	1477	98.09	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_435	1724	1689	1595	Lactobacillus	1685	Lactobacillus reuteri OX=1598 	1450	99.05	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_373	1903	1874	1564	Lactobacillus	1869	Lactobacillus reuteri OX=1598 	1579	98.36	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_499	1761	1736	1428	Lactobacillus	1733	Lactobacillus reuteri OX=1598 	1394	98.57	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_250	2238	2192	2087	Lactobacillus	2182	Lactobacillus reuteri OX=1598 	1664	97.65	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor2_specific	Donor2 specific
bin_293	1742	1712	1661	Lactobacillus	1692	Lactobacillus reuteri OX=1598 	1435	98.78	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_493	1979	1949	1838	Lactobacillus	1946	Lactobacillus reuteri OX=1598 	1657	98.68	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_211	1993	1964	1896	Lactobacillus	1847	Lactobacillus reuteri OX=1598 	1567	99.01	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_249	2052	2013	1944	Lactobacillus	2010	Lactobacillus reuteri OX=1598 	1522	98.09	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor2_specific	Donor2 specific
bin_14	2810	2726	2543	Lactobacillus	2593	Lactobacillus salivarius OX=1624 	1989	96.32	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_20	2125	2096	1946	Lactobacillus	2093	Lactobacillus salivarius OX=1624 	1659	98.51	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_386	2170	2126	1910	Lactobacillus	2120	Lactobacillus salivarius OX=1624 	1674	98.7	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Others	Others
bin_422	1377	1357	1314	Lactobacillus	1236	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	869	98.82	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_30	1766	1710	1613	Lactobacillus	1552	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	937	96.98	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_456	1402	1381	1336	Lactobacillus	1256	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	883	98.82	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_327	1723	1689	1606	Lactobacillus	1530	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	971	98.02	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_454	1450	1428	1374	Lactobacillus	1295	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	902	98.69	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_501	1597	1563	1483	Lactobacillus	1430	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	957	98.76	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_468	1494	1468	1397	Lactobacillus	1347	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	891	98.91	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_27	1489	1453	1373	Lactobacillus	960	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	490	85.95	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor2_specific	Donor2 specific
bin_311	1417	1395	1352	Lactobacillus	1269	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	883	98.82	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_498	1395	1377	1334	Lactobacillus	1251	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	884	99.35	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_425	1553	1533	1349	Lactobacillus	1408	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	961	99.04	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_161	1458	1433	1355	Lactobacillus	1318	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	915	99.33	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_356	1547	1518	1429	Lactobacillus	1385	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	936	98.52	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_245	1467	1430	1345	Lactobacillus	946	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	478	85.67	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donor2_specific	Donor2 specific
bin_543	1515	1484	1378	Lactobacillus	1369	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	948	98.89	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_314	1658	1612	1505	Lactobacillus	1457	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	968	98.21	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_476	1391	1373	1330	Lactobacillus	1248	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	887	99.35	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_370	1619	1583	1380	Lactobacillus	1434	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	971	98.55	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_115	1892	1817	1710	Lactobacillus	1651	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	999	95.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_363	1629	1588	1489	Lactobacillus	1454	Lactobacillus vaginalis DSM 5837 = ATCC 49540 OX=1423814 	957	98.59	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Donors_shared	Donors shared
bin_47	1849	1813	1478	Megasphaera	1785	Megasphaera elsdenii OX=907 	1131	98.14	Bacteria	NA	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Donors_shared	Donors shared
bin_68	1597	1582	1523	Methanobrevibacter	1581	Methanobrevibacter smithii DSM 2375 OX=483214 	707	99.56	Archaea	NA	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Donor2_specific	Donor2 specific
