Genome	Order_VC_predicted	Family_VC_predicted	Genus_VC_predicted	VC	VC Subcluster	VC Status
S38CNODE_786_length_30281_cov_146.122014||full	Unassigned	Unassigned	Unassigned	740_0	VC_740_0	Clustered
S38CNODE_792_length_30197_cov_48.415069||full_1	Unassigned	Unassigned	Unassigned	720_0	VC_720_0	Clustered
S38CNODE_7988_length_6063_cov_61.770473||full	Unassigned	Unassigned	Unassigned	686_0	VC_686_0	Clustered
S38CNODE_8023_length_6041_cov_13.160207||full_1	Unassigned	Unassigned	Unassigned	826_0	VC_826_0	Clustered
S38CNODE_8057_length_6013_cov_10.215173||full	Unassigned	Unassigned	Unassigned	816_0	VC_816_0	Clustered
S38CNODE_809_length_29823_cov_6.404696||full	['Caudovirales']	['Myoviridae']	Unassigned	174_0	VC_174_0	Clustered
S38CNODE_8119_length_5972_cov_8.137401||full	Unassigned	Unassigned	Unassigned	216_0	VC_216_0	Clustered
S38CNODE_8123_length_5970_cov_4.587320||full	Unassigned	Unassigned	Unassigned	747_0	VC_747_0	Clustered
S38CNODE_8262_length_5896_cov_4.906180||full	Unassigned	Unassigned	Unassigned	551_0	VC_551_0	Clustered
S38CNODE_8357_length_5833_cov_3.097785||full	Unassigned	Unassigned	Unassigned	301_0	VC_301_0	Clustered
S38CNODE_839_length_29150_cov_10.635676||full	Unassigned	Unassigned	Unassigned	650_0	VC_650_0	Clustered
S38CNODE_83_length_84840_cov_8.163142||full	Unassigned	Unassigned	Unassigned	335_0	VC_335_0	Clustered
S38CNODE_8420_length_5795_cov_4.360627||full	Unassigned	Unassigned	Unassigned	311_0	VC_311_0	Clustered
S38CNODE_8428_length_5791_cov_3.854079||full	Unassigned	Unassigned	Unassigned	687_0	VC_687_0	Clustered
S38CNODE_8493_length_5749_cov_4.266948||full	Unassigned	Unassigned	Unassigned	716_0	VC_716_0	Clustered
S38CNODE_8528_length_5727_cov_3.596439||full	Unassigned	Unassigned	Unassigned	839_0	VC_839_0	Clustered
S38CNODE_8535_length_5722_cov_23.811364||full	Unassigned	Unassigned	Unassigned	273_0	VC_273_0	Clustered
S38CNODE_853_length_28891_cov_11.049209||full	Unassigned	Unassigned	Unassigned	778_0	VC_778_0	Clustered
S38CNODE_8542_length_5720_cov_5.036540||full	Unassigned	Unassigned	Unassigned	720_0	VC_720_0	Clustered
S38CNODE_8638_length_5660_cov_5.804996||full	Unassigned	Unassigned	Unassigned	614_0	VC_614_0	Clustered
S38CNODE_8697_length_5614_cov_85.125382||full	Unassigned	Unassigned	Unassigned	795_0	VC_795_0	Clustered
S38CNODE_8746_length_5585_cov_4.627306||full	Unassigned	Unassigned	Unassigned	362_0	VC_362_0	Clustered
S38CNODE_8871_length_5515_cov_4.987546||full	Unassigned	Unassigned	Unassigned	698_0	VC_698_0	Clustered
S38CNODE_8956_length_5457_cov_11.999074||full	Unassigned	Unassigned	Unassigned	817_0	VC_817_0	Clustered
S38CNODE_8990_length_5438_cov_5.666357||full	Unassigned	Unassigned	Unassigned	651_0	VC_651_0	Clustered
S38CNODE_8996_length_5436_cov_9.189928||full	Unassigned	Unassigned	Unassigned	743_0	VC_743_0	Clustered
S38CNODE_9036_length_5415_cov_55.047388||full	Unassigned	Unassigned	Unassigned	840_0	VC_840_0	Clustered
S38CNODE_9064_length_5402_cov_9.507387||full	Unassigned	Unassigned	Unassigned	830_0	VC_830_0	Clustered
S38CNODE_9086_length_5393_cov_3.631697||full	['Caudovirales']	['Myoviridae']	Unassigned	130_0	VC_130_0	Clustered
S38CNODE_909_length_27783_cov_19.329703||full_1	Unassigned	Unassigned	Unassigned	280_0	VC_280_0	Clustered
S38CNODE_917_length_27655_cov_13.574964||full	Unassigned	Unassigned	Unassigned	831_0	VC_831_0	Clustered
S38CNODE_9190_length_5338_cov_7.839107||full	Unassigned	Unassigned	Unassigned	834_0	VC_834_0	Clustered
S38CNODE_9333_length_5270_cov_4.472483||full	Unassigned	Unassigned	Unassigned	724_0	VC_724_0	Clustered
S38CNODE_937_length_27289_cov_5.833627||full_1	Unassigned	Unassigned	Unassigned	646_0	VC_646_0	Clustered
S38CNODE_9434_length_5213_cov_10.417991||full	Unassigned	Unassigned	Unassigned	614_0	VC_614_0	Clustered
S38CNODE_9535_length_5157_cov_6.831439||full	Unassigned	Unassigned	Unassigned	691_0	VC_691_0	Clustered
S38CNODE_9596_length_5127_cov_3.724763||full	Unassigned	Unassigned	Unassigned	841_0	VC_841_0	Clustered
S38CNODE_9724_length_5064_cov_13.384508||full	Unassigned	Unassigned	Unassigned	811_0	VC_811_0	Clustered
S38CNODE_9800_length_5036_cov_4.546276||full	Unassigned	Unassigned	Unassigned	737_0	VC_737_0	Clustered
S38CNODE_9842_length_5021_cov_8.827225||full	Unassigned	Unassigned	Unassigned	816_0	VC_816_0	Clustered
S38CNODE_9850_length_5016_cov_7.530941||full	Unassigned	Unassigned	Unassigned	795_0	VC_795_0	Clustered
S38CNODE_988_length_26553_cov_5.288927||full	Unassigned	Unassigned	Unassigned	404_0	VC_404_0	Clustered
S38CNODE_996_length_26364_cov_166.408035||full	Unassigned	Unassigned	Unassigned	812_0	VC_812_0	Clustered
S39CNODE_1023_length_24971_cov_11.851782||full	Unassigned	Unassigned	Unassigned	764_0	VC_764_0	Clustered
S39CNODE_10381_length_5857_cov_9.303344||full	Unassigned	Unassigned	Unassigned	836_0	VC_836_0	Clustered
S39CNODE_10568_length_5792_cov_5.299983||full	Unassigned	Unassigned	Unassigned	843_0	VC_843_0	Clustered
S39CNODE_1061_length_24505_cov_23.315215||full	['Caudovirales']	['Myoviridae']	['Toutatisvirus', 'Eponavirus', 'Taranisvirus']	194_0	VC_194_0	Clustered
S39CNODE_10662_length_5752_cov_4.373354||full	Unassigned	Unassigned	Unassigned	226_0	VC_226_0	Clustered
S39CNODE_107_length_75322_cov_42.036497||full	Unassigned	Unassigned	Unassigned	796_0	VC_796_0	Clustered
S39CNODE_10853_length_5679_cov_3.030405||full	['Caudovirales']	['Myoviridae']	Unassigned	200_0	VC_200_0	Clustered
S39CNODE_10880_length_5665_cov_4.057754||full	Unassigned	Unassigned	Unassigned	667_0	VC_667_0	Clustered
S39CNODE_10898_length_5658_cov_13.998215||full	Unassigned	Unassigned	Unassigned	844_0	VC_844_0	Clustered
S39CNODE_11021_length_5613_cov_4.777978||full	Unassigned	Unassigned	Unassigned	375_0	VC_375_0	Clustered
S39CNODE_11055_length_5599_cov_7.033369||full	Unassigned	Unassigned	Unassigned	271_0	VC_271_0	Clustered/Singleton
S39CNODE_11124_length_5573_cov_5.526821||full	Unassigned	Unassigned	Unassigned	474_0	VC_474_0	Clustered
S39CNODE_11181_length_5548_cov_4.662115||full	Unassigned	Unassigned	Unassigned	824_0	VC_824_0	Clustered
S39CNODE_11204_length_5541_cov_4.278163||full	Unassigned	Unassigned	Unassigned	829_0	VC_829_0	Clustered
S39CNODE_11282_length_5516_cov_22.937191||full	Unassigned	Unassigned	Unassigned	698_0	VC_698_0	Clustered
S39CNODE_11295_length_5510_cov_5.259578||full	['Caudovirales']	['Siphoviridae']	['Lughvirus']	182_0	VC_182_0	Clustered
S39CNODE_112_length_74432_cov_54.115788||full_1	Unassigned	Unassigned	Unassigned	69_0	VC_69_0	Clustered
S39CNODE_11324_length_5502_cov_12.283642||full	Unassigned	Unassigned	Unassigned	785_0	VC_785_0	Clustered
S39CNODE_11498_length_5444_cov_6.124698||full	Unassigned	Unassigned	Unassigned	693_0	VC_693_0	Clustered
S39CNODE_11555_length_5422_cov_3.619340||full_1	Unassigned	Unassigned	Unassigned	695_0	VC_695_0	Clustered
S39CNODE_11569_length_5419_cov_14.556301||full_1	Unassigned	Unassigned	Unassigned	844_0	VC_844_0	Clustered
S39CNODE_1162_length_23358_cov_22.479380||full	Unassigned	Unassigned	Unassigned	720_0	VC_720_0	Clustered
S39CNODE_11750_length_5359_cov_10.833333||full	Unassigned	Unassigned	Unassigned	748_0	VC_748_0	Clustered
S39CNODE_11752_length_5358_cov_5.739016||full	Unassigned	Unassigned	Unassigned	748_0	VC_748_0	Clustered
S39CNODE_11785_length_5348_cov_7.172492||full	Unassigned	Unassigned	Unassigned	671_0	VC_671_0	Clustered
S39CNODE_11796_length_5345_cov_3.412476||full	Unassigned	Unassigned	Unassigned	845_0	VC_845_0	Clustered
S39CNODE_11971_length_5286_cov_4.437201||full	Unassigned	Unassigned	Unassigned	226_0	VC_226_0	Clustered
S39CNODE_12048_length_5259_cov_6.032667||full	Unassigned	Unassigned	Unassigned	781_0	VC_781_0	Clustered
S39CNODE_120_length_71590_cov_34.657846||full	Unassigned	Unassigned	Unassigned	804_0	VC_804_0	Clustered
S39CNODE_12195_length_5213_cov_16.035867||full	Unassigned	Unassigned	Unassigned	404_0	VC_404_0	Clustered
S39CNODE_121_length_71512_cov_40.700393||0_partial_1	['Caudovirales']	['Siphoviridae']	Unassigned	178_0	VC_178_0	Clustered
S39CNODE_12205_length_5210_cov_10.693889||full	Unassigned	Unassigned	Unassigned	570_0	VC_570_0	Clustered
S39CNODE_12263_length_5195_cov_6.540661||full	Unassigned	Unassigned	Unassigned	800_0	VC_800_0	Clustered
S39CNODE_12279_length_5191_cov_3.725273||full_1	Unassigned	Unassigned	Unassigned	612_0	VC_612_0	Clustered
S39CNODE_1229_length_22590_cov_6.442911||full	Unassigned	Unassigned	Unassigned	776_0	VC_776_0	Clustered
S39CNODE_12326_length_5179_cov_3.514442||full	Unassigned	Unassigned	Unassigned	729_0	VC_729_0	Clustered
S39CNODE_12422_length_5149_cov_5.191598||full	Unassigned	Unassigned	Unassigned	694_0	VC_694_0	Clustered
S39CNODE_1247_length_22458_cov_4.583225||full	['Caudovirales']	['Siphoviridae']	['Nyceiraevirus']	495_0	VC_495_0	Clustered
S39CNODE_124_length_70685_cov_8.911270||full_1	Unassigned	Unassigned	Unassigned	336_0	VC_336_0	Clustered/Singleton
S39CNODE_1255_length_22352_cov_7.250303||full	['Caudovirales']	['Myoviridae']	['Tijeunavirus']	846_0	VC_846_0	Clustered
S39CNODE_12733_length_5057_cov_5.274490||full	Unassigned	Unassigned	Unassigned	730_0	VC_730_0	Clustered
S39CNODE_12797_length_5040_cov_28.457573||full	Unassigned	Unassigned	Unassigned	847_0	VC_847_0	Clustered
S39CNODE_129_length_70320_cov_12.141223||full_1	['Caudovirales']	['Myoviridae']	['Toutatisvirus', 'Eponavirus', 'Taranisvirus']	194_0	VC_194_0	Clustered
S39CNODE_1319_length_21747_cov_8.848930||full	Unassigned	Unassigned	Unassigned	832_0	VC_832_0	Clustered
S39CNODE_1320_length_21740_cov_9.638183||full	Unassigned	Unassigned	Unassigned	797_0	VC_797_0	Clustered
S39CNODE_1348_length_21448_cov_8.536764||full	Unassigned	Unassigned	Unassigned	739_0	VC_739_0	Clustered
S39CNODE_13_length_194886_cov_39.646535||0_partial	Unassigned	Unassigned	Unassigned	651_0	VC_651_0	Clustered
S39CNODE_1410_length_20885_cov_9.963754||full	Unassigned	Unassigned	Unassigned	775_0	VC_775_0	Clustered
S39CNODE_152_length_65470_cov_25.148039||0_partial	Unassigned	Unassigned	Unassigned	763_0	VC_763_0	Clustered
S39CNODE_1584_length_19698_cov_7.851143||full	Unassigned	Unassigned	Unassigned	820_0	VC_820_0	Clustered
S39CNODE_161_length_63339_cov_45.076054||full	Unassigned	Unassigned	Unassigned	776_0	VC_776_0	Clustered
S39CNODE_1628_length_19504_cov_7.919687||full_1	Unassigned	Unassigned	Unassigned	651_0	VC_651_0	Clustered
S39CNODE_1666_length_19203_cov_5.061991||full	Unassigned	Unassigned	Unassigned	242_0	VC_242_0	Clustered
S39CNODE_1766_length_18511_cov_6.394560||full	Unassigned	Unassigned	Unassigned	477_0	VC_477_0	Clustered
S39CNODE_1769_length_18499_cov_74.678757||full	['Caudovirales']	['Siphoviridae']	['Lambdavirus', 'N15virus']	293_0	VC_293_0	Clustered
S39CNODE_180_length_58115_cov_9.434929||0_partial_1	Unassigned	Unassigned	Unassigned	651_0	VC_651_0	Clustered
S39CNODE_1836_length_18128_cov_17.862557||full	Unassigned	Unassigned	Unassigned	821_0	VC_821_0	Clustered
S39CNODE_1857_length_18019_cov_7.468715||full	Unassigned	Unassigned	Unassigned	243_0	VC_243_0	Clustered
S39CNODE_1884_length_17884_cov_10.269280||full	Unassigned	Unassigned	Unassigned	362_0	VC_362_0	Clustered
S39CNODE_1890_length_17861_cov_13.574020||full	Unassigned	Unassigned	Unassigned	784_0	VC_784_0	Clustered
S39CNODE_196_length_55657_cov_17.713769||full	Unassigned	Unassigned	Unassigned	102_0	VC_102_0	Clustered
S39CNODE_1974_length_17380_cov_6.922944||full	['Caudovirales']	['Siphoviridae']	Unassigned	215_0	VC_215_0	Clustered
S39CNODE_2027_length_17131_cov_9.614898||full	Unassigned	Unassigned	Unassigned	217_0	VC_217_0	Clustered
S39CNODE_2118_length_16706_cov_12.653534||full	Unassigned	Unassigned	Unassigned	537_0	VC_537_0	Clustered
S39CNODE_21_length_170548_cov_36.170916||0_partial_1	Unassigned	Unassigned	Unassigned	782_0	VC_782_0	Clustered
S39CNODE_2201_length_16337_cov_12.047414||full	['Caudovirales']	['Podoviridae']	['Phi29virus']	58_0	VC_58_0	Clustered
S39CNODE_2214_length_16252_cov_10.985834||full	['Caudovirales']	['Podoviridae']	['P68virus', 'Negarvirus']	458_0	VC_458_0	Clustered
S39CNODE_2230_length_16202_cov_8.115068||full	Unassigned	Unassigned	Unassigned	670_0	VC_670_0	Clustered
S39CNODE_2260_length_16048_cov_4.883637||full	Unassigned	Unassigned	Unassigned	841_0	VC_841_0	Clustered
S39CNODE_2310_length_15845_cov_8.855351||full	Unassigned	Unassigned	Unassigned	848_0	VC_848_0	Clustered
S39CNODE_234_length_50244_cov_7.644743||full_1	Unassigned	Unassigned	Unassigned	646_0	VC_646_0	Clustered
S39CNODE_2380_length_15570_cov_5.425975||full	['Caudovirales']	['Myoviridae']	Unassigned	130_0	VC_130_0	Clustered
S39CNODE_2516_length_15091_cov_11.189479||full	Unassigned	Unassigned	Unassigned	807_0	VC_807_0	Clustered
S39CNODE_255_length_48324_cov_11.344963||full	Unassigned	Unassigned	Unassigned	242_0	VC_242_0	Clustered
S39CNODE_2560_length_14923_cov_5.125235||full	['Caudovirales']	['Podoviridae']	['Phi29virus']	58_0	VC_58_0	Clustered
S39CNODE_2573_length_14862_cov_31.603431||full	Unassigned	Unassigned	Unassigned	446_0	VC_446_0	Clustered
S39CNODE_2595_length_14791_cov_56.785288||full_1	Unassigned	Unassigned	Unassigned	622_0	VC_622_0	Clustered
S39CNODE_2760_length_14275_cov_29.775316||full	Unassigned	Unassigned	Unassigned	848_0	VC_848_0	Clustered
S39CNODE_2800_length_14165_cov_7.748193||full	Unassigned	Unassigned	Unassigned	317_0	VC_317_0	Clustered
S39CNODE_2806_length_14140_cov_7.566185||full	Unassigned	Unassigned	Unassigned	818_0	VC_818_0	Clustered
S39CNODE_2846_length_14013_cov_6.126952||full	Unassigned	Unassigned	Unassigned	637_0	VC_637_0	Clustered
S39CNODE_2875_length_13933_cov_9.104410||full	['Caudovirales']	['Siphoviridae']	Unassigned	611_0	VC_611_0	Clustered
S39CNODE_2889_length_13901_cov_8.128629||full	Unassigned	Unassigned	Unassigned	360_0	VC_360_0	Clustered
S39CNODE_2890_length_13898_cov_8.723037||full	Unassigned	Unassigned	Unassigned	646_0	VC_646_0	Clustered
S39CNODE_2952_length_13725_cov_4.950110||full	Unassigned	Unassigned	Unassigned	666_0	VC_666_0	Clustered
S39CNODE_2969_length_13693_cov_4.793005||full	['Caudovirales']	['Myoviridae']	['Toutatisvirus', 'Eponavirus', 'Taranisvirus']	194_0	VC_194_0	Clustered
S39CNODE_2979_length_13667_cov_6.069791||full	Unassigned	Unassigned	Unassigned	739_0	VC_739_0	Clustered
S39CNODE_3005_length_13578_cov_8.211861||full	Unassigned	Unassigned	Unassigned	808_0	VC_808_0	Clustered
S39CNODE_3026_length_13521_cov_36.435022||full	Unassigned	Unassigned	Unassigned	368_0	VC_368_0	Clustered
S39CNODE_3050_length_13453_cov_13.122108||full_1	Unassigned	Unassigned	Unassigned	646_0	VC_646_0	Clustered
S39CNODE_3070_length_13411_cov_31.437931||full	['Caudovirales']	['Myoviridae']	Unassigned	67_0	VC_67_0	Clustered
S39CNODE_3119_length_13267_cov_9.907735||full	Unassigned	Unassigned	Unassigned	800_0	VC_800_0	Clustered
S39CNODE_3171_length_13162_cov_4.390021||full	Unassigned	Unassigned	Unassigned	819_0	VC_819_0	Clustered
S39CNODE_318_length_43729_cov_13.242639||full_1	['Caudovirales']	['Myoviridae']	Unassigned	306_0	VC_306_0	Clustered
S39CNODE_3197_length_13108_cov_8.987436||full	Unassigned	Unassigned	Unassigned	730_0	VC_730_0	Clustered
S39CNODE_3224_length_13044_cov_6.523905||full	Unassigned	Unassigned	Unassigned	261_0	VC_261_0	Clustered
S39CNODE_3251_length_12978_cov_15.946607||full	Unassigned	Unassigned	Unassigned	797_0	VC_797_0	Clustered
S39CNODE_3262_length_12949_cov_33.427951||full	Unassigned	Unassigned	Unassigned	537_0	VC_537_0	Clustered
S39CNODE_3269_length_12939_cov_8.918193||full	Unassigned	Unassigned	Unassigned	819_0	VC_819_0	Clustered
S39CNODE_3270_length_12938_cov_169.245750||full	Unassigned	Unassigned	Unassigned	798_0	VC_798_0	Clustered
S39CNODE_3290_length_12904_cov_7.444548||full	Unassigned	Unassigned	Unassigned	213_0	VC_213_0	Clustered
S39CNODE_3370_length_12721_cov_6.571767||full	Unassigned	Unassigned	Unassigned	823_0	VC_823_0	Clustered
S39CNODE_3373_length_12719_cov_7.514450||full	Unassigned	Unassigned	Unassigned	819_0	VC_819_0	Clustered
S39CNODE_3422_length_12605_cov_5.357769||full	['Caudovirales']	['Myoviridae']	Unassigned	130_0	VC_130_0	Clustered
S39CNODE_3436_length_12575_cov_4.479153||full	Unassigned	Unassigned	Unassigned	479_0	VC_479_0	Clustered
S39CNODE_3443_length_12563_cov_6.634794||full	['Caudovirales']	['Myoviridae']	Unassigned	130_0	VC_130_0	Clustered
S39CNODE_348_length_41985_cov_138.417887||full	['Caudovirales']	['Myoviridae']	['Tijeunavirus']	846_0	VC_846_0	Clustered
S39CNODE_3508_length_12430_cov_9.094384||full_1	Unassigned	Unassigned	Unassigned	646_0	VC_646_0	Clustered
S39CNODE_3518_length_12410_cov_13.066127||full	Unassigned	Unassigned	Unassigned	465_0	VC_465_0	Clustered
S39CNODE_3535_length_12354_cov_11.760712||full	Unassigned	Unassigned	Unassigned	477_0	VC_477_0	Clustered
S39CNODE_3543_length_12336_cov_10.888690||full	Unassigned	Unassigned	Unassigned	539_0	VC_539_0	Clustered
S39CNODE_3574_length_12271_cov_6.511624||full	['Caudovirales']	['Siphoviridae']	Unassigned	364_0	VC_364_0	Clustered
S39CNODE_3582_length_12256_cov_10.283583||full	Unassigned	Unassigned	Unassigned	631_0	VC_631_0	Clustered
S39CNODE_3622_length_12164_cov_4.487819||full	Unassigned	Unassigned	Unassigned	59_0	VC_59_0	Clustered
S39CNODE_3675_length_12048_cov_37.945802||full	['Caudovirales']	['Podoviridae']	['Myxoctovirus']	291_0	VC_291_0	Clustered
S39CNODE_386_length_39560_cov_8.225895||full	Unassigned	Unassigned	Unassigned	242_0	VC_242_0	Clustered
S39CNODE_3901_length_11557_cov_5.563554||full	Unassigned	Unassigned	Unassigned	269_0	VC_269_0	Clustered
S39CNODE_392_length_39181_cov_111.888054||full	Unassigned	Unassigned	Unassigned	217_0	VC_217_0	Clustered
S39CNODE_397_length_39014_cov_39.529762||full	Unassigned	Unassigned	Unassigned	217_0	VC_217_0	Clustered
S39CNODE_400_length_38975_cov_89.173458||full	Unassigned	Unassigned	Unassigned	748_0	VC_748_0	Clustered
S39CNODE_4032_length_11299_cov_9.619797||full	Unassigned	Unassigned	Unassigned	817_0	VC_817_0	Clustered
S39CNODE_407_length_38607_cov_25.443012||full	Unassigned	Unassigned	Unassigned	845_0	VC_845_0	Clustered
S39CNODE_4281_length_10907_cov_150.774038||full	['Caudovirales']	['Podoviridae']	Unassigned	814_0	VC_814_0	Clustered
S39CNODE_4325_length_10837_cov_11.451864||full	Unassigned	Unassigned	Unassigned	721_0	VC_721_0	Clustered
S39CNODE_4340_length_10812_cov_7.284652||full	Unassigned	Unassigned	Unassigned	789_0	VC_789_0	Clustered
S39CNODE_437_length_37257_cov_7.247863||full_1	['Caudovirales']	['Podoviridae']	['Bpp1virus']	248_0	VC_248_0	Clustered
S39CNODE_4409_length_10695_cov_9.860056||full	Unassigned	Unassigned	Unassigned	785_0	VC_785_0	Clustered
S39CNODE_4452_length_10630_cov_13.112246||full	['Caudovirales']	['Siphoviridae']	['Lughvirus']	182_0	VC_182_0	Clustered
S39CNODE_4454_length_10624_cov_6.156685||full	Unassigned	Unassigned	Unassigned	651_0	VC_651_0	Clustered
S39CNODE_4476_length_10591_cov_4.053815||full_1	Unassigned	Unassigned	Unassigned	811_0	VC_811_0	Clustered
S39CNODE_447_length_36907_cov_25.878568||full	Unassigned	Unassigned	Unassigned	776_0	VC_776_0	Clustered
S39CNODE_4513_length_10532_cov_15.669657||full	Unassigned	Unassigned	Unassigned	810_0	VC_810_0	Clustered
S39CNODE_4550_length_10481_cov_6.247171||full	Unassigned	Unassigned	Unassigned	717_0	VC_717_0	Clustered
S39CNODE_458_length_36339_cov_30.550298||full_1	Unassigned	Unassigned	Unassigned	720_0	VC_720_0	Clustered
S39CNODE_4698_length_10275_cov_5.874070||full	Unassigned	Unassigned	Unassigned	763_0	VC_763_0	Clustered
S39CNODE_4728_length_10236_cov_6.215794||full	Unassigned	Unassigned	Unassigned	192_0	VC_192_0	Clustered
S39CNODE_4749_length_10213_cov_21.081414||full	['Caudovirales']	['Siphoviridae']	['Lughvirus']	182_0	VC_182_0	Clustered
S39CNODE_4794_length_10124_cov_9.315126||full	Unassigned	Unassigned	Unassigned	362_0	VC_362_0	Clustered
S39CNODE_4801_length_10113_cov_6.327003||full	Unassigned	Unassigned	Unassigned	321_0	VC_321_0	Clustered
S39CNODE_4955_length_9882_cov_8.133204||full	Unassigned	Unassigned	Unassigned	480_0	VC_480_0	Clustered
S39CNODE_5069_length_9749_cov_3.514029||full	Unassigned	Unassigned	Unassigned	835_0	VC_835_0	Clustered
S39CNODE_5092_length_9719_cov_25.899731||full	Unassigned	Unassigned	Unassigned	653_0	VC_653_0	Clustered
S39CNODE_5114_length_9698_cov_6.412009||full	Unassigned	Unassigned	Unassigned	720_0	VC_720_0	Clustered
S39CNODE_5118_length_9695_cov_4.278216||full	Unassigned	Unassigned	Unassigned	637_0	VC_637_0	Clustered
S39CNODE_5119_length_9694_cov_34.374520||full	Unassigned	Unassigned	Unassigned	261_0	VC_261_0	Clustered
S39CNODE_5145_length_9655_cov_4.645521||full	Unassigned	Unassigned	Unassigned	666_0	VC_666_0	Clustered
S39CNODE_5156_length_9647_cov_5.153148||full	Unassigned	Unassigned	Unassigned	828_0	VC_828_0	Clustered
S39CNODE_5188_length_9615_cov_5.861506||full	Unassigned	Unassigned	Unassigned	321_0	VC_321_0	Clustered
S39CNODE_5280_length_9490_cov_9.726550||full	Unassigned	Unassigned	Unassigned	719_0	VC_719_0	Clustered
S39CNODE_5283_length_9488_cov_5.136118||full	Unassigned	Unassigned	Unassigned	280_0	VC_280_0	Clustered
S39CNODE_5361_length_9391_cov_6.952228||full	Unassigned	Unassigned	Unassigned	480_0	VC_480_0	Clustered
S39CNODE_5363_length_9384_cov_27.609712||full	Unassigned	Unassigned	Unassigned	849_0	VC_849_0	Clustered
S39CNODE_5380_length_9366_cov_9.151004||full	Unassigned	Unassigned	Unassigned	744_0	VC_744_0	Clustered
S39CNODE_5394_length_9354_cov_18.248306||full	Unassigned	Unassigned	Unassigned	217_0	VC_217_0	Clustered
S39CNODE_53_length_110306_cov_20.780945||full	Unassigned	Unassigned	Unassigned	803_0	VC_803_0	Clustered
S39CNODE_5402_length_9348_cov_10.038954||full	Unassigned	Unassigned	Unassigned	388_0	VC_388_0	Clustered
S39CNODE_5451_length_9299_cov_3.393985||full	Unassigned	Unassigned	Unassigned	259_0	VC_259_0	Clustered
S39CNODE_5504_length_9232_cov_23.406887||full	Unassigned	Unassigned	Unassigned	472_0	VC_472_0	Clustered
S39CNODE_5632_length_9075_cov_8.129157||full	Unassigned	Unassigned	Unassigned	273_0	VC_273_0	Clustered
S39CNODE_5700_length_8987_cov_4.398455||full	Unassigned	Unassigned	Unassigned	737_0	VC_737_0	Clustered
S39CNODE_570_length_33063_cov_15.066105||full	Unassigned	Unassigned	Unassigned	784_0	VC_784_0	Clustered
S39CNODE_5717_length_8967_cov_5.085390||full	Unassigned	Unassigned	Unassigned	441_0	VC_441_0	Clustered
S39CNODE_5728_length_8956_cov_8.024716||full	Unassigned	Unassigned	Unassigned	850_0	VC_850_0	Clustered
S39CNODE_5745_length_8938_cov_14.440392||full	Unassigned	Unassigned	Unassigned	822_0	VC_822_0	Clustered
S39CNODE_5767_length_8919_cov_19.201715||full	Unassigned	Unassigned	Unassigned	216_0	VC_216_0	Clustered
S39CNODE_5917_length_8774_cov_14.290974||full	Unassigned	Unassigned	Unassigned	651_0	VC_651_0	Clustered
S39CNODE_5964_length_8715_cov_12.852194||full	Unassigned	Unassigned	Unassigned	764_0	VC_764_0	Clustered
S39CNODE_6018_length_8656_cov_25.162656||full	Unassigned	Unassigned	Unassigned	404_0	VC_404_0	Clustered
S39CNODE_6035_length_8644_cov_4.117825||full	Unassigned	Unassigned	Unassigned	819_0	VC_819_0	Clustered
S39CNODE_6052_length_8625_cov_7.653559||full	Unassigned	Unassigned	Unassigned	838_0	VC_838_0	Clustered
S39CNODE_610_length_32230_cov_65.218337||full_1	Unassigned	Unassigned	Unassigned	646_0	VC_646_0	Clustered
S39CNODE_6127_length_8550_cov_3.776221||full	Unassigned	Unassigned	Unassigned	731_0	VC_731_0	Clustered
S39CNODE_6228_length_8457_cov_5.074506||full	Unassigned	Unassigned	Unassigned	748_0	VC_748_0	Clustered
S39CNODE_6287_length_8395_cov_6.326499||full	['Caudovirales']	['Myoviridae']	['Tijeunavirus']	846_0	VC_846_0	Clustered
S39CNODE_6341_length_8339_cov_19.568928||full	Unassigned	Unassigned	Unassigned	649_0	VC_649_0	Clustered
S39CNODE_6556_length_8159_cov_5.243583||full	Unassigned	Unassigned	Unassigned	801_0	VC_801_0	Clustered
S39CNODE_6634_length_8085_cov_5.051930||full	Unassigned	Unassigned	Unassigned	819_0	VC_819_0	Clustered
S39CNODE_6650_length_8072_cov_33.225271||full	Unassigned	Unassigned	Unassigned	849_0	VC_849_0	Clustered
S39CNODE_674_length_30268_cov_18.137921||0_partial_1	Unassigned	Unassigned	Unassigned	802_0	VC_802_0	Clustered
S39CNODE_6776_length_7974_cov_13.307109||full	Unassigned	Unassigned	Unassigned	825_0	VC_825_0	Clustered
S39CNODE_681_length_30137_cov_9.697128||full	Unassigned	Unassigned	Unassigned	816_0	VC_816_0	Clustered
S39CNODE_6864_length_7904_cov_5.491145||full	Unassigned	Unassigned	Unassigned	778_0	VC_778_0	Clustered
S39CNODE_6924_length_7867_cov_4.740527||full	Unassigned	Unassigned	Unassigned	815_0	VC_815_0	Clustered
S39CNODE_6975_length_7824_cov_8.366843||full	Unassigned	Unassigned	Unassigned	317_0	VC_317_0	Clustered
S39CNODE_7174_length_7676_cov_4.734287||full	Unassigned	Unassigned	Unassigned	366_0	VC_366_0	Clustered
S39CNODE_7312_length_7579_cov_10.419856||full	Unassigned	Unassigned	Unassigned	723_0	VC_723_0	Clustered
S39CNODE_7380_length_7540_cov_5.060120||full	Unassigned	Unassigned	Unassigned	374_0	VC_374_0	Clustered
